ProductName,ProductBrand,Gender,Price (INR),Description,PrimaryColor,JenisPakaian
Calvin Klein Jeans Men Black Solid Joggers,Calvin Klein Jeans,Men,4949,"A pair of black solid joggers, has an elasticated waistband with drawstring closure, 2 pockets, and 1 mock pocket at the back",Black,Jeans
Calvin Klein Jeans Men Blue & White Slim Fit Printed Casual Shirt,Calvin Klein Jeans,Men,3359,"Blue and White printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt
612 league Girls Navy Regular Fit Mid-Rise Clean Look Stretchable Jeans,612 league,Girls,822,"Navy dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loopsComes with a belt",Navy,Jeans
Pepe Jeans Men White & Charcoal Grey Regular Fit Checked Casual Shirt,Pepe Jeans,Men,1199,"White and charcoal grey checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",White,Shirt
Flying Machine Women Navy Skinny Fit Mid-Rise Mildly Distressed Stretchable Cropped Jeans,Flying Machine,Women,1299,"Navy Blue dark wash 5-pocket mid-rise cropped jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops",Navy,Jeans
Calvin Klein Jeans Men Blue Regular Fit Solid Casual Denim Shirt,Calvin Klein Jeans,Men,4949,"Blue solid casual shirt, has a spread collar, long sleeves, snap button placket, curved hem, and 2 flap pockets",Blue,Shirt
Calvin Klein Jeans Men Blue Solid Polo T-shirt,Calvin Klein Jeans,Men,2399,"Blue solid T-shirt, has a polo collar, and short sleeves",Blue,Shirt
Pepe Jeans Men Blue Printed Slim Fit V-Neck T-shirt,Pepe Jeans,Men,649,"Blue and white printed T-shirt, has a V-neck, and short sleeves Design Details-PEPE JEANS MENS ALL OVER PRINTED ROUND NECK SHORT SLEEVE SLIM FIT TSHIRT,SOFT WASHED",Blue,Shirt
Jompers Women Mustard Yellow & Navy Blue Solid Kurta with Palazzos,Jompers,Women,1999,"Mustard yellow and navy blue solid kurta with palazzosMustard yellow solid straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hem, multiple slits, full button placketMustard yellow and navy blue Printed palazzos, has elasticated waistband, slip-on closure",Blue,Kurta
Saadgi Women Red & White Handloom Chikankari Embroidered Straight Kurta,Saadgi,Women,1470,"Maroon and White handloom chikankari embroideredstraight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits",Red,Kurta
Calvin Klein Jeans Men Black Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1679,"Black printed T-shirt, has a round neck, and short sleeves",Black,Shirt
Pepe Jeans Men White & Blue Printed Polo Collar T-shirt,Pepe Jeans,Men,899,"White and blue printed T-shirt, has a polo collar, and short sleeves Design Details-PEPE JEANS MENS POLO.ALL OVER  PRINTED.REGULAR FIT.SHORT SLEEVE.SOFT WASHED.",Blue,Shirt
ONLY Women Navy Blue & White Regular Fit Striped Parallel Trousers,ONLY,Women,629,"Navy blue and white striped mid-rise trousers, slip-on closure, and 2 pockets",Blue,Trousers
Miss Chase Women Mustard Yellow Printed Top,Miss Chase,Women,815,"Mustard yellow printed woven regular top, has a round neck, short sleeves, and button closure",Yellow,Top
Calvin Klein Jeans Men White Solid V-Neck T-shirt,Calvin Klein Jeans,Men,2299,"White solid T-shirt, has a V-neck, and short sleeves",White,Shirt
Calvin Klein Jeans Men Black & White Brand Logo Print Cotton Round Neck T-shirt,Calvin Klein Jeans,Men,2999,"Black and white brand logo print T-shirt, has a round neck, short sleeves and a straight hem",Black,Shirt
Flying Machine Women Navy Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,Flying Machine,Women,719,"Navy blue dark wash 3-pocket mid-rise stretchable jeans, clean look, no fade, has a button and zip closure and two mock pockets in front",Blue,Jeans
Ether Men Blue Anti Slim Fit Microbial Filafil  Shirt with Super Slim Collar,ether,Men,1099,"Blue anti-microbial casual shirt in filafil fabric, has a super-slim collar, full button placket, long sleeves, welt pocket, curved hemline Features & Benefits:anti-microbial finishoptimum lengthsignature knit yoke for added comfort.",Blue,Shirt
Calvin Klein Jeans Men Purple Solid Polo Collar T-shirt,Calvin Klein Jeans,Men,2999,"Purple solid T-shirt, has a polo collar, and short sleeves",Purple,Shirt
Pepe Jeans Men Black Printed Round Neck T-shirt,Pepe Jeans,Men,1199,"Black printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SHORT SLEEVE SLIM FIT TSHIRT WITH UNION JACK INSPIRED CHEST PRINT.",Black,Shirt
Saree mall Pink Floral Print Saree,Saree mall,Women,1044,"Pink floral print saree, has a solid borderBlouse PieceThe model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece",Pink,Saree
Calvin Klein Jeans Men Blue Body Skinny Fit Mid-Rise Clean Look Jeans,Calvin Klein Jeans,Men,7199,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Calvin Klein Jeans Men Blue 027 Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,7149,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Calvin Klein Jeans Men Blue Regular Fit Mid-Rise Low Distress Stretchable Jeans,Calvin Klein Jeans,Men,7799,"Blue medium wash 5-pocket mid-rise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Flying Machine Women Charcoal Grey Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Flying Machine,Women,764,"Charcoal grey dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Grey,Jeans
Levis Men Olive Green Solid Canvas Mid-Top Sneakers,Levis,Men,2999,"A pair of round-toe olive green sneakers, has mid-top styling, lace-up detailCanvas upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Green,Top
Pepe Jeans Men White Solid Round Neck T-shirt,Pepe Jeans,Men,649,"White solid T-shirt, has a round neck, short sleeves, and 1 pocket",White,Shirt
Calvin Klein Jeans Men White Slim Fit Self-Striped Casual Shirt,Calvin Klein Jeans,Men,3599,"White self-striped casual shirt, has a spread collar, long sleeves, button placket, and curved hem",White,Shirt
ONLY Women Pink Self Design Fit and Flare Dress,ONLY,Women,979,"Pink self design woven fit and flare dress, has a V-neck, sleeveless, an attached lining, and flared hem",Pink,Dress
Calvin Klein Jeans Men White Slim Fit Printed Round Neck T-shirt,Calvin Klein Jeans,Men,2529,"White printed T-shirt, has a round neck, and long sleeves",White,Shirt
Pepe Jeans Men Black Solid Cotton Hooded Sweatshirt,Pepe Jeans,Men,1559,"Black solid sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem",Black,Shirt
Ives Women Black & Purple Floral Printed A-Line Top,Ives,Women,539,"Black and purple printed woven regular top, has a round neck, three-quarter sleeves, and button closure",Black,Top
WESTCLO Women Green & Gold-Toned Printed Fit and Flare Dress,WESTCLO,Women,519,"Green and Gold-toned printed woven fit and flare dress, has a round neck, three-quarter sleeves, button closure, and flared hem",Green,Dress
Calvin Klein Jeans Men Blue Solid Polo T-shirt,Calvin Klein Jeans,Men,2579,"Blue solid T-shirt, has a polo collar, and short sleeves",Blue,Shirt
Saadgi Women Orange & White Chikankari Embroidered Straight Kurta,Saadgi,Women,1470,"Orange and white chikankari embroidered handloom straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits",Red,Kurta
Belle Fille Women Blue & Red Printed Layered Wrap Dress,Belle Fille,Women,759,"Blue and Red printed layered woven wrap dress, has a V-neck, three-quarter sleeves, concealed zip closure and button closure on the back, and flared hemComes with a belt",Blue,Dress
Caprese Peach-Coloured Solid Sling Bag,Caprese,Women,1169,"Peach-Coloured solid sling bag, has a twist closure1 main compartment, 1 inner pocket, 1 external pocketTablet sleeve: NoHas a non-detachable sling strap",Red,Bag
Calvin Klein Jeans Men Off-White & Grey Regular Fit Striped Pure Cotton Casual Shirt,Calvin Klein Jeans,Men,3359,"Off-White and Grey striped casual shirt, has a spread collar, long sleeves, button placket, and curved hem",White,Shirt
Calvin Klein Jeans Men Black Slim Fit Solid Regular Trousers,Calvin Klein Jeans,Men,4799,"Black solid mid-rise trousers, button closure, and 5 pockets",Black,Jeans
Puma Men Black Textile Mid-Top Running Shoes,Puma,Men,3249,"A pair of black running sports shoes, has mid-top styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Black,Top
Pepe Jeans Men Grey Zoran Vapour Slim Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1899,"Grey medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- SIGNARATURE BRAND CARRIER STYLISED 5 POCKET SLIM FIT- MID RISE  JEANS,  LIGHT GREY- HEAVILY FADED CLEAN LOOK,  ZIP FLY & 5 BELT LOOPS",Grey,Jeans
Calvin Klein Jeans Men Grey Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,4799,"Grey medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Grey,Jeans
Pepe Jeans Men Navy Blue & White Regular Fit Striped Casual Shirt,Pepe Jeans,Men,1199,"Navy blue and white striped casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt
Ishin Women Pink & White Foil Print Kurta with Skirt,Ishin,Women,1715,"Pink and white foil print kurta with skirtPink and white foil print straight calf length kurta with embroidered detail and gotta patti work, has a tie-up neck, three-quarter sleeves, straight hem, side slitsWhite solid flared skirt, has an elasticated waistband with slip-on closure",White,Kurta
FableStreet Women Mustard Checked Top,FableStreet,Women,1516,"Mustard checked woven regular  top, has a square neck, and three-quarter sleeves",Mustard,Top
Pepe Jeans Men Black Solid Polo Collar T-shirt,Pepe Jeans,Men,749,"Black solid T-shirt, has a polo collar, and short sleeves",Black,Shirt
Saadgi Women Coral Pink & White Embroidered Handloom Sheer Straight Kurta,Saadgi,Women,1350,"Coral pink and white chikankari embroidered handloom sheer straight kurta, has a notched round neck, three-quarter sleeves, straight hem, side slits",Red,Kurta
Flying Machine Women Blue Veronica Skinny Fit Mid-Rise Clean Look Stretchable Crop Jeans,Flying Machine,Women,799,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Calvin Klein Jeans Men Blue Body Tapered Fit Mid-Rise Clean Look Stretchable Jeans CKJ 059,Calvin Klein Jeans,Men,7799,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Calvin Klein Jeans Men Blue & White Printed Slim Fit  Casual Shirt,Calvin Klein Jeans,Men,3599,"Blue and White printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Shirt
ONLY Women Brown & Black Checked Top,ONLY,Women,804,"Brown and Black checked woven regular  top, has a round neck, three-quarter sleeves, and button closure",Black,Top
Nike Men Black Solid Standard Fit NSW CE PK BASIC DRI-FIT Tracksuit,Nike,Men,2921,Special Technologies: DRI-FIT technology for moisture mangementProduct Details: Black solid tracksuit Black solid sweatshirt Has a mock collarZip closureLong raglan sleevesTwo pocketsMesh liningBlack solid mid-rise trackpantsHas an elasticated waistband with a drawstring fasteningtwo pocketsMesh liningWarranty: 6 months against manufacturing defects (not valid on products with more than 20% discount),Black,Shirt
Calvin Klein Jeans Men Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,7799,"Black dark mid-rise jeans with 5-pocket, clean look, no fade, has a button and zip closure, and waistband with belt loops",Black,Jeans
Ishin Women Mauve & Silver Mirror Work Kurta with Skirt,Ishin,Women,1977,"Mauve and silver mirror work kurta with skirtMauve and silver mirror work straight calf length kurta with gotta patti detail, has a tie-up neck, three-quarter sleeves, straight hem, side slitsMauve and silver Solid skirt with gotta patti and tiered detail, has elasticated waistband, drawstring closure",Silver,Kurta
Flying Machine Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Flying Machine,Women,1299,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Puma Men Navy Blue Textile Mid-Top Running Shoes,Puma,Men,2999,"Product Design DetailsA pair of navy blue running sports shoes, has mid-top styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue,Top
Kraus Jeans Women Navy Blue & Yellow Floral Print Bardot Top,Kraus Jeans,Women,649,"Navy Blue and Yellow printed woven bardot  top, has  shoulder straps, and three-quarter sleeves",Blue,Jeans
Wish Karo Girls Sea Green Solid Fit and Flare Dress,Wish Karo,Girls,1169,"Sea Green solid knitted fit and flare dress, has a round neck, short sleeves, zip closure, and flared hem",Green,Dress
American Crew Men Charcoal Grey Solid Henley Neck T-shirt,American Crew,Men,659,"Charcoal grey solid T-shirt, has a Henley neck, and long sleeves",Grey,Shirt
Wrangler Men Grey Melange Solid Sweatshirt,Wrangler,Men,1757,"Grey melange solid sweatshirt, has a mandarin collar, two pockets, long sleeves, zip closure, straight hem",Grey,Shirt
Calvin Klein Jeans Men Beige Slim Fit Solid Chinos,Calvin Klein Jeans,Men,4799,"Beige solid mid-rise chinos, button closure, and 5 pockets",Beige,Jeans
Calvin Klein Jeans Men Blue Body Fit Mid-Rise Clean Look Stretchable Jeans CKJ 027,Calvin Klein Jeans,Men,5999,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Wrangler Men Navy Blue Solid Sweatshirt With Pockets Detailing,Wrangler,Men,1917,"Navy Blue solid sweatshirt, has a mandarin collar, 2 pockets, long sleeves with 2 pockets and , zip closure, straight hem",Blue,Shirt
Puma Men Olive Green Mesh Mid-Top Sneakers,Puma,Men,1799,"A pair of olive green & black running sports shoes, has mid-top styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Green,Top
Flying Machine Women Navy Blue Regular Fit High-Rise Clean Look Stretchable Jeans,Flying Machine,Women,1599,"Navy blue medium wash 3-pocket high-rise stretchable jeans, clean look, light fade, has a button and zip closure, two mock pockets in front",Blue,Jeans
Calvin Klein Jeans Men Navy Blue & White Slim Fit Striped Casual Shirt,Calvin Klein Jeans,Men,5999,"Navy Blue and White striped casual shirt, has a cutaway collar, long sleeves, button placket, and curved hem",Blue,Shirt
Flying Machine Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,Flying Machine,Women,899,"Blue medium wash 5-pocket mid-rise jeans, midly distressed look, light fade, has a button and zip closure and waistband with belt loops",Blue,Jeans
Belle Fille Women Green Solid Top,Belle Fille,Women,499,"Green solid knitted top with applique detail, has a round neck, and short sleeves with loop and tab detail",Green,Top
Pepe Jeans Men Black Printed Round Neck T-shirt,Pepe Jeans,Men,599,"Black printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SLIM FIT SHORT SLEEVE ROUND NECK TSHIRT WITH SHINY CHEST PRINT.",Black,Shirt
Louis Philippe Men Multicoloured Regular Fit Printed Casual Shirt,Louis Philippe,Men,1224,"Multicoloured printed casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Red,Shirt
Belle Fille Women Black Solid Top,Belle Fille,Women,599,"Black solid knitted regular top, has a round neck, three-quarter sleeves",Black,Top
Calvin Klein Jeans Men Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,7149,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Black,Jeans
Indian Terrain Men Beige Urban Tapered Fit Self-Design Trousers,Indian Terrain,Men,1679,"Beige self-design low-rise trousers, button closure, and 4 pockets",Red,Trousers
Calvin Klein Jeans Men Navy Blue Slim Fit Low-Rise Clean Look Jeans,Calvin Klein Jeans,Men,4799,"Navy Blue dark wash 5-pocket low-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,Jeans
Pepe Jeans Men Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1799,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- SIGNARATURE BRAND CARRIER STYLISED 5 POCKET REGULAR FIT- STRAIGHT LEG  JEANS, DARK BLUE-  LIGHTLY FADED- CLEAN LOOK,  ZIP FLY & 5 BELT LOOPS",Blue,Jeans
Calvin Klein Jeans Men Lime Green Solid High Neck Sports T-shirt,Calvin Klein Jeans,Men,2999,"Lime regen solid T-shirt with mesh inserts, has a high neck with zip closure, and long sleeves with thumb holes.Features:Wick: Pulls moisture away from the bodyStretch: Provides ultimate comfort by stretching as you move",Green,Shirt
Calvin Klein Jeans Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,5849,"Blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loopsEngineered with Infinite flex",Blue,Jeans
Saadgi Women Red Yoke Design Straight Kurta,Saadgi,Women,695,"Red yoke design straight kurta with thread work, has a notched round neck, three-quarter sleeves, straight hem, side slits",Red,Kurta
Ira Soleil Women White Solid Crop Jacket,Ira Soleil,Women,549,"White solid crop jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and unlined",White,Jacket
ONLY Women Green & Black Shirt Dress,ONLY,Women,979,"Green and Black checked woven shirt dress, has a shirt collar, long sleeves, button closure, and curved hem",Green,Shirt
naughty ninos Girls Maroon & White Floral Printed Fit and Flare Dress,naughty ninos,Girls,1999,"Maroon printed woven fit and flare dress, has a round neck, short sleeves, button closure, an attached lining, and flared hem",White,Dress
Saree mall Charcoal Grey Embelished Detail Lace Saree,Saree mall,Women,797,Design Detail:Charcoal grey lace saree with embelished detailBlouse PieceThe model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece.,Grey,Saree
Belle Fille Women Orange Solid Cinched Waist Top,Belle Fille,Women,499,"Orange solid knitted cinched waist top, has a round neck, long sleeves, tie-up detail",Orange,Top
Calvin Klein Jeans Men Black Slim Fit Solid Casual Shirt,Calvin Klein Jeans,Men,2999,"Black solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Black,Shirt
Calvin Klein Jeans Men Khaki Regular Fit Solid Casual Corduroy Shirt,Calvin Klein Jeans,Men,6599,"Khaki solid casual corduroy shirt, has a spread collar, long sleeves, button placket, curved hem, and 2 flap pockets",Khaki,Shirt
Pepe Jeans Men White Printed Round Neck T-shirt,Pepe Jeans,Men,449,"White printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS ROUND NECK TSHIRT ,PLACEMENT PRINTED,IN SLIM FIT.SHORT SLEEVES",White,Shirt
Ishin Women Navy Blue Solid Kurta with Palazzos & Dupatta,Ishin,Women,2924,"Navy blue solid kurta with palazzosNavy blue solid A-line calf length kurta with gota patti detailing, has a round neck, three-quarter sleeves, flared hemNavy blue solid palazzos, slip-on closureNavy blue gotta patti work dupatta",Blue,Kurta
beevee Men Khaki Regular Fit Solid Regular Trousers,beevee,Men,759,"Khaki solid mid-rise trousers, button closure, and 4 pockets",Khaki,Trousers
Belle Fille Women Burgundy Solid Layered Culotte Jumpsuit,Belle Fille,Women,799,"Burgundy solid layered culotte jumpsuit, has a square neck, sleeveless, two pockets, concealed zip closure",Red,Suit
Russell Athletic Green Hooded Sweatshirt,Russell Athletic,Men,1999,"Green sweatshirt, has an attached hood with a drawstring fastening, long sleeves, a kangaroo pocket, a fleece lining",Green,Shirt
Calvin Klein Jeans Men Navy Blue Solid Round Neck Mesh Panel Detailing T-shirt,Calvin Klein Jeans,Men,1924,"Navy Blue solid T-shirt, has a round neck, and short sleeves, mesh panel detailing",Blue,Shirt
Stupid Cupid Girls Purple Printed Round Neck T-shirt,Stupid Cupid,Girls,374,"Purple printed T-shirt, has a round neck, and short sleeves",Purple,Shirt
Jompers Women Black & Red Floral Print A-Line Kurta,Jompers,Women,799,"Black and Red printed A-line kurta, has a V-neck, short sleeves, and flared hem",Red,Kurta
Calvin Klein Jeans Men Maroon Slim Fit Solid Casual Shirt,Calvin Klein Jeans,Men,3359,"Maroon solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Maroon,Shirt
612 league Girls Blue Solid Shirt Style Top,612 league,Girls,657,"Blue solid woven shirt style  top, has a mandarin collar, and long sleeves",Blue,Shirt
Pepe Jeans Men Navy Blue & Off-White Regular Fit Checked Casual Shirt,Pepe Jeans,Men,1099,"Navy Blue and Off-white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Shirt
Calvin Klein Jeans Men Cream-Coloured Solid Polo Collar T-shirt,Calvin Klein Jeans,Men,3499,"Cream-coloured solid T-shirt, has a polo collar, long sleeves, and 1 pocket",Red,Shirt
Aigner Women Starlight Gold Eau de Parfum 100ml,AIGNER,Women,3480,"FeaturesIn 2018, Aigner Parfums launches Starlight Gold, a new version that comes ten years after the Starlight fragrance. The original composition of fruits, spices and patchouli is now revamped in a new floral-oriental version, described as contemporary but true to the original energy and aura.Fragrance NotesTop Notes - Bergamot, Plum, ChampakaHeart Notes - Jasmine, Rose, Violet, Ylang-Ylang, Tuberose, White OrchidBase Notes - Amber, Sandalwood, Moss, White Musk, Vanilla",Gold,Top
Pepe Jeans Men Black & Grey Printed Slim Fit Round Neck T-shirt,Pepe Jeans,Men,749,"Black and Grey printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS ROUND NECK TSHIRT.ALL OVER PRINTED.SLIM FIT .SOFT WASHED.HALF SLEEVES.",Black,Shirt
Pepe Jeans Men Navy Blue Printed Round Neck T-shirt,Pepe Jeans,Men,999,"Navy Blue printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SHORT SLEEVE ROUND NECK TEE WITH UNION JACK CHEST PRINT.",Blue,Shirt
Calvin Klein Jeans Men Black Solid Round Neck T-shirt,Calvin Klein Jeans,Men,2499,"Black solid T-shirt, has a round neck, and short sleeves",Black,Shirt
Levis Women Silver-Toned Solid Leather Mid-Top WESTERN FOLSOM Heeled Boots,Levis,Women,5999,"A pair of round-toe silver-toned flat boots, has mid-top styling, slip on detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Silver,Top
Pepe Jeans Men Yellow Printed Round Neck T-shirt,Pepe Jeans,Men,449,"Yellow printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS ROUND NECK TSHIRT ,PLACEMENT PRINTED,IN SLIM FIT.SHORT SLEEVES",Yellow,Shirt
Pepe Jeans Men Blue Solid Kenzy Chinox Slim Fit Denim Shorts,Pepe Jeans,Men,1299,"Blue solid mid-rise denim shorts, has 5 pockets, and zip closure Design Details-GYMINDIGO- STYLISED POCKET REGULAR FIT- MID RISE PERFORMANCE SHORTS WITH LAID BACK CONTROL OF JOGGER FABRIC TECHONOLOGY,  DARK BLUE - HEAVILY FADED,  ZIP FLY WITH 5  BELT  LOOPS",Blue,Jeans
Calvin Klein Jeans Men Blue & White Colourblocked Polo T-shirt,Calvin Klein Jeans,Men,2759,"Blue, white and black colourblocked T-shirt, has a polo collar, and short sleeves",Blue,Shirt
Miss Chase Women Floral Print Purple Maxi Dress,Miss Chase,Women,949,"Purple and Red printed woven maxi dress, has a V-neck, short sleeves, zip closure, an attached lining, and curved hem",Purple,Dress
Belle Fille Women Black & White Printed Semi-Sheer Bardot Top,Belle Fille,Women,599,"Black and white printed woven semi-sheer bardot top with waist tie-up detail , has an off-shoulder neck, and short sleeves",Black,Top
Puma Unisex Black Textile Mid-Top Walking Shoes,Puma,Unisex,6299,"A pair of black & red walking sports shoes, has mid-top styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Black,Top
Pepe Jeans Men Navy Blue Slim Fit Chinos Trousers,Pepe Jeans,Men,1199,Navy blue woven chinos   Slim fit   Mid-rise   Length:  regular   Pattern: solid   Flat-front design   Feature:  plain   5 pockets,Blue,Jeans
Pepe Jeans Men Grey Solid Slim Fit Denim Shorts,Pepe Jeans,Men,1299,"Grey solid low-rise denim shorts, has 5 pockets, and zip closure Design Details-GYMINDIGO- STYLISED POCKET REGULAR FIT- MID RISE PERFORMANCE SHORTS WITH LAID BACK CONTROL OF JOGGER FABRIC TECHONOLOGY, LIGHT GREY- NON FADED,  ZIP FLY WITH 5  BELT  LOOPS",Grey,Jeans
Calvin Klein Jeans Men White Solid Round Neck T-shirt,Calvin Klein Jeans,Men,1814,"White solid T-shirt with striped and printed detail, has a round neck, and short sleeves",White,Shirt
Pepe Jeans Men Navy Blue & Yellow Colourblocked Sweatshirt,Pepe Jeans,Men,1679,"Navy Blue and yellow colourblocked sweatshirt, has a mock collar, two pockets, long sleeves with print detail, zip closure, straight hem Design Details-PEPE JEANS MENS FULL ZIP THROUGH HIGH NECK SWEAT SHIRT.COLOUR BLOCKED.BRANDED TAPE DETAIL AT SHOULDER.REGULAR FIT.LONG SLEEVES.SOFT WASHED.",Blue,Shirt
Calvin Klein Jeans Men White Slim Fit Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1979,"White printed T-shirt, has a round neck, and short sleeves",White,Shirt
Calvin Klein Jeans Men Grey Solid Polo T-shirt,Calvin Klein Jeans,Men,2399,"Grey solid T-shirt, has a polo collar, and short sleeves",Grey,Shirt
ether Men Blue Regular Fit Anti Microbial Cotton Linen Casual Shirt,ether,Men,1299,"Blue anti-microbial cotton linen regular fit casual shirt, has a mandarin collar, full button placket, long sleeves, curved hemlineFeatures & Benefits:- anti microbial finish- optimum length- signature knit yoke for added comfort.",Blue,Shirt
Twisha Girls Yellow & Orange Printed Top with Dhoti Pants,Twisha,Girls,1699,"This clothing set consists of top and dhoti pantsYellow printed top, has a round neck, short sleevesOrange printed dhoti pants, has a slip-on closure",Yellow,Trousers
American Crew Men Grey Melange Solid Polo Collar T-shirt,American Crew,Men,659,"Grey Melange solid T-shirt, has a polo collar, and short sleeves",Grey,Shirt
Wish Karo Girls White & Cream-Coloured Embellished Fit and Flare Dress,Wish Karo,Girls,881,"White and Cream-coloured embellished knitted fit and flare dress, has a round neck, sleeveless, zip closure, an attached lining, and flared hem",Red,Dress
Calvin Klein Jeans Men Black & White Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1649,"Black and white printed T-shirt, has a round neck, and short sleeves",Black,Shirt
612 league Boys Orange Printed Round Neck T-shirt,612 league,Boys,327,"Orange and Yellow printed T-shirt with applique detail, has a round neck, and short sleeves",Orange,Shirt
American Crew Men Black Solid Polo Collar T-Shirt,American Crew,Men,759,"Black solid T-shirt, has a polo collar, short sleeves",Black,Shirt
Ishin Women's Poly Silk Red & Golden Printed Anarkali Kurta,Ishin,Women,1715,"Red & golden bandhani print Anarkali kurta with panelled detail, has a mandarin collar, three-quarter sleeves, flared hem and attached lining",Red,Kurta
Miss Chase Women Solid Black Sheath Dress,Miss Chase,Women,1299,"Black solid knitted sheath dress, has a round neck, three-quarter sleeves, and straight hem",Black,Dress
Calvin Klein Jeans Men Blue Regular Fit Solid Casual Shirt,Calvin Klein Jeans,Men,3599,"Blue solid casual shirt, has a spread collar, long sleeves, snap button placket, curved hem, and 1 patch pocket",Blue,Shirt
Pepe Jeans Men Navy Blue Printed Round Neck T-shirt,Pepe Jeans,Men,999,"Navy Blue printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS ROUND NECK SHORT SLEEVE PLACEMENT PRINTED TSHIRT,SOFT WASHED.",Blue,Shirt
